,brush_hair,catch,clap,climb_stairs,golf,jump,kick_ball,pick,pour,pullup,push,run,shoot_ball,shoot_bow,shoot_gun,sit,stand,swing_baseball,throw,walk,wave
brush_hair,0.7804878048780488,0.0,0.024390243902439025,0.024390243902439025,0.0,0.0,0.0,0.04878048780487805,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.024390243902439025
catch,0.25,0.0,0.0,0.0,0.3958333333333333,0.0,0.1875,0.0,0.0,0.0,0.0,0.020833333333333332,0.08333333333333333,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.041666666666666664,0.0
clap,0.3409090909090909,0.0,0.11363636363636363,0.1590909090909091,0.0,0.045454545454545456,0.022727272727272728,0.0,0.045454545454545456,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.09090909090909091,0.022727272727272728,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0
climb_stairs,0.0,0.0,0.0,0.55,0.0,0.025,0.0,0.025,0.0,0.2,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0
golf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump,0.0,0.05128205128205128,0.0,0.20512820512820512,0.2564102564102564,0.05128205128205128,0.0,0.0,0.10256410256410256,0.05128205128205128,0.0,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.15384615384615385,0.0
kick_ball,0.19444444444444445,0.0,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.3888888888888889,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.1388888888888889,0.0
pick,0.05,0.025,0.0,0.175,0.1,0.025,0.025,0.05,0.05,0.0,0.025,0.05,0.0,0.0,0.0,0.075,0.075,0.025,0.025,0.175,0.05
pour,0.10909090909090909,0.0,0.05454545454545454,0.05454545454545454,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.07272727272727272,0.0,0.01818181818181818,0.0,0.07272727272727272
pullup,0.10909090909090909,0.0,0.07272727272727272,0.2545454545454545,0.0,0.12727272727272726,0.0,0.0,0.01818181818181818,0.0,0.01818181818181818,0.0,0.12727272727272726,0.0,0.0,0.03636363636363636,0.0,0.07272727272727272,0.10909090909090909,0.05454545454545454,0.0
push,0.023809523809523808,0.0,0.047619047619047616,0.2619047619047619,0.09523809523809523,0.07142857142857142,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.11904761904761904,0.0,0.0,0.19047619047619047,0.0
run,0.0,0.0,0.025,0.175,0.05,0.025,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.025,0.0,0.475,0.025
shoot_ball,0.0,0.0,0.0,0.025,0.025,0.075,0.0,0.025,0.0,0.0,0.0,0.025,0.425,0.1,0.0,0.0,0.075,0.0,0.0,0.225,0.0
shoot_bow,0.0,0.0,0.0,0.0,0.33962264150943394,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41509433962264153,0.09433962264150944,0.018867924528301886,0.0,0.0,0.05660377358490566,0.0,0.05660377358490566
shoot_gun,0.0,0.0,0.0,0.10909090909090909,0.16363636363636364,0.0,0.0,0.01818181818181818,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.43636363636363634,0.03636363636363636,0.0,0.07272727272727272,0.01818181818181818,0.05454545454545454,0.01818181818181818
sit,0.10256410256410256,0.0,0.07692307692307693,0.2564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.1794871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.1794871794871795,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0
stand,0.027777777777777776,0.0,0.05555555555555555,0.4166666666666667,0.0,0.027777777777777776,0.0,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.2222222222222222,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0
swing_baseball,0.018518518518518517,0.0,0.0,0.037037037037037035,0.25925925925925924,0.018518518518518517,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.5370370370370371,0.037037037037037035,0.0,0.0
throw,0.0,0.021739130434782608,0.0,0.17391304347826086,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.06521739130434782,0.0,0.0,0.021739130434782608,0.0,0.0,0.043478260869565216,0.021739130434782608,0.45652173913043476,0.08695652173913043,0.0,0.021739130434782608,0.0
walk,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.4878048780487805,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.024390243902439025,0.0,0.04878048780487805,0.024390243902439025,0.0,0.0,0.14634146341463414,0.07317073170731707
wave,0.07142857142857142,0.0,0.11904761904761904,0.38095238095238093,0.14285714285714285,0.0,0.0,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.0,0.047619047619047616,0.023809523809523808
