,brush_hair,catch,clap,climb_stairs,golf,jump,kick_ball,pick,pour,pullup,push,run,shoot_ball,shoot_bow,shoot_gun,sit,stand,swing_baseball,throw,walk,wave
brush_hair,0.7804878048780488,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.0,0.0,0.04878048780487805,0.0,0.024390243902439025,0.024390243902439025,0.0,0.0,0.0
catch,0.25,0.0,0.0,0.0,0.4166666666666667,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0
clap,0.7045454545454546,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.022727272727272728,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.022727272727272728,0.0,0.0,0.022727272727272728
climb_stairs,0.0,0.0,0.0,0.625,0.125,0.0,0.0,0.0,0.0,0.05,0.0,0.075,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.1,0.0
golf,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump,0.02564102564102564,0.0,0.0,0.4358974358974359,0.20512820512820512,0.1794871794871795,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.0
kick_ball,0.19444444444444445,0.0,0.0,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.1111111111111111,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.3888888888888889,0.0,0.05555555555555555,0.0
pick,0.0,0.0,0.0,0.175,0.15,0.075,0.0,0.025,0.025,0.025,0.025,0.05,0.0,0.0,0.125,0.075,0.0,0.1,0.025,0.125,0.0
pour,0.09090909090909091,0.0,0.01818181818181818,0.0,0.03636363636363636,0.0,0.14545454545454545,0.12727272727272726,0.2909090909090909,0.0,0.0,0.0,0.0,0.0,0.10909090909090909,0.03636363636363636,0.14545454545454545,0.0,0.0,0.0,0.0
pullup,0.05454545454545454,0.0,0.0,0.12727272727272726,0.01818181818181818,0.05454545454545454,0.16363636363636364,0.0,0.0,0.0,0.03636363636363636,0.18181818181818182,0.0,0.03636363636363636,0.01818181818181818,0.0,0.03636363636363636,0.18181818181818182,0.0,0.09090909090909091,0.0
push,0.07142857142857142,0.0,0.0,0.14285714285714285,0.19047619047619047,0.07142857142857142,0.023809523809523808,0.0,0.0,0.0,0.07142857142857142,0.0,0.023809523809523808,0.0,0.047619047619047616,0.09523809523809523,0.11904761904761904,0.0,0.0,0.14285714285714285,0.0
run,0.0,0.025,0.025,0.325,0.1,0.025,0.0,0.0,0.025,0.0,0.025,0.025,0.0,0.0,0.15,0.0,0.0,0.125,0.0,0.125,0.025
shoot_ball,0.0,0.0,0.0,0.375,0.325,0.025,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0
shoot_bow,0.0,0.018867924528301886,0.0,0.0,0.018867924528301886,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.7735849056603774,0.11320754716981132,0.0,0.0,0.018867924528301886,0.0,0.018867924528301886,0.0
shoot_gun,0.0,0.0,0.0,0.05454545454545454,0.05454545454545454,0.0,0.0,0.0,0.01818181818181818,0.0,0.03636363636363636,0.0,0.0,0.01818181818181818,0.7272727272727273,0.0,0.0,0.09090909090909091,0.0,0.0,0.0
sit,0.23076923076923078,0.0,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.1282051282051282,0.0,0.02564102564102564,0.0,0.28205128205128205,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564
stand,0.2222222222222222,0.0,0.0,0.1388888888888889,0.0,0.08333333333333333,0.027777777777777776,0.0,0.0,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.0,0.0,0.08333333333333333,0.2222222222222222,0.05555555555555555,0.027777777777777776,0.0,0.0,0.027777777777777776
swing_baseball,0.018518518518518517,0.0,0.0,0.0,0.12962962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09259259259259259,0.0,0.0,0.0,0.0,0.7592592592592593,0.0,0.0,0.0
throw,0.021739130434782608,0.021739130434782608,0.0,0.17391304347826086,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.30434782608695654,0.0,0.0,0.15217391304347827,0.043478260869565216,0.043478260869565216,0.0
walk,0.04878048780487805,0.024390243902439025,0.0,0.34146341463414637,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.0,0.04878048780487805,0.024390243902439025,0.07317073170731707,0.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.07317073170731707,0.024390243902439025
wave,0.30952380952380953,0.0,0.047619047619047616,0.23809523809523808,0.11904761904761904,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.0,0.023809523809523808,0.0
