,brush_hair,catch,clap,climb_stairs,golf,jump,kick_ball,pick,pour,pullup,push,run,shoot_ball,shoot_bow,shoot_gun,sit,stand,swing_baseball,throw,walk,wave
brush_hair,0.6829268292682927,0.0,0.024390243902439025,0.04878048780487805,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0975609756097561,0.0,0.0,0.0,0.024390243902439025
catch,0.020833333333333332,0.0,0.041666666666666664,0.0,0.3125,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0625,0.0
clap,0.20454545454545456,0.0,0.045454545454545456,0.22727272727272727,0.0,0.045454545454545456,0.13636363636363635,0.0,0.022727272727272728,0.0,0.06818181818181818,0.0,0.0,0.0,0.0,0.11363636363636363,0.06818181818181818,0.0,0.0,0.06818181818181818,0.0
climb_stairs,0.0,0.0,0.05,0.6,0.0,0.025,0.0,0.0,0.025,0.2,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.075,0.0
golf,0.0,0.0,0.0,0.047619047619047616,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0
jump,0.0,0.02564102564102564,0.0,0.1794871794871795,0.23076923076923078,0.0,0.0,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.28205128205128205,0.05128205128205128
kick_ball,0.0,0.0,0.0,0.1111111111111111,0.16666666666666666,0.027777777777777776,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.1388888888888889,0.0
pick,0.05,0.05,0.1,0.225,0.075,0.0,0.05,0.025,0.025,0.0,0.025,0.0,0.0,0.0,0.0,0.05,0.075,0.025,0.0,0.2,0.025
pour,0.05454545454545454,0.0,0.0,0.07272727272727272,0.0,0.0,0.01818181818181818,0.0,0.5636363636363636,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.07272727272727272,0.0,0.05454545454545454,0.0,0.14545454545454545
pullup,0.05454545454545454,0.0,0.0,0.34545454545454546,0.0,0.12727272727272726,0.12727272727272726,0.0,0.0,0.03636363636363636,0.0,0.01818181818181818,0.05454545454545454,0.0,0.0,0.05454545454545454,0.16363636363636364,0.0,0.0,0.01818181818181818,0.0
push,0.023809523809523808,0.0,0.07142857142857142,0.42857142857142855,0.023809523809523808,0.0,0.047619047619047616,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.0,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.0,0.21428571428571427,0.0
run,0.0,0.0,0.025,0.2,0.025,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.025,0.0,0.075,0.0,0.425,0.1
shoot_ball,0.0,0.0,0.25,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.125,0.125,0.0,0.0,0.05,0.0
shoot_bow,0.0,0.0,0.0,0.018867924528301886,0.33962264150943394,0.03773584905660377,0.18867924528301888,0.0,0.0,0.09433962264150944,0.0,0.0,0.0,0.018867924528301886,0.0,0.22641509433962265,0.018867924528301886,0.0,0.0,0.0,0.05660377358490566
shoot_gun,0.0,0.0,0.0,0.16363636363636364,0.18181818181818182,0.0,0.01818181818181818,0.0,0.16363636363636364,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.01818181818181818,0.0,0.09090909090909091,0.10909090909090909,0.10909090909090909,0.12727272727272726
sit,0.1282051282051282,0.0,0.0,0.46153846153846156,0.0,0.07692307692307693,0.0,0.0,0.10256410256410256,0.0,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.0,0.0,0.0,0.0
stand,0.027777777777777776,0.0,0.0,0.5833333333333334,0.027777777777777776,0.0,0.027777777777777776,0.0,0.08333333333333333,0.0,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
swing_baseball,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.5370370370370371,0.018518518518518517,0.0,0.0
throw,0.021739130434782608,0.0,0.021739130434782608,0.34782608695652173,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.3695652173913043,0.08695652173913043,0.0,0.06521739130434782,0.0
walk,0.0975609756097561,0.024390243902439025,0.04878048780487805,0.43902439024390244,0.0,0.024390243902439025,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.0,0.12195121951219512,0.0975609756097561
wave,0.11904761904761904,0.0,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.0,0.023809523809523808,0.0,0.047619047619047616,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.0,0.023809523809523808,0.0,0.047619047619047616,0.023809523809523808
