,brush_hair,catch,clap,climb_stairs,golf,jump,kick_ball,pick,pour,pullup,push,run,shoot_ball,shoot_bow,shoot_gun,sit,stand,swing_baseball,throw,walk,wave
brush_hair,0.34146341463414637,0.04878048780487805,0.0,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.12195121951219512,0.0,0.0,0.0,0.21951219512195122,0.0975609756097561,0.0975609756097561,0.0,0.024390243902439025,0.0,0.0
catch,0.25,0.0,0.0,0.0,0.4583333333333333,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.041666666666666664,0.0625,0.0,0.0,0.0,0.0,0.020833333333333332,0.14583333333333334,0.0,0.0
clap,0.18181818181818182,0.022727272727272728,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.022727272727272728,0.09090909090909091,0.0,0.3409090909090909,0.06818181818181818,0.11363636363636363,0.0,0.045454545454545456,0.022727272727272728,0.0
climb_stairs,0.0,0.0,0.0,0.65,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.225,0.0
golf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump,0.0,0.0,0.0,0.15384615384615385,0.20512820512820512,0.07692307692307693,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.05128205128205128,0.0,0.0,0.38461538461538464,0.02564102564102564
kick_ball,0.19444444444444445,0.0,0.0,0.027777777777777776,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.1111111111111111,0.16666666666666666,0.0
pick,0.0,0.025,0.0,0.05,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.025,0.0,0.425,0.025
pour,0.05454545454545454,0.0,0.14545454545454545,0.0,0.0,0.12727272727272726,0.0,0.0,0.10909090909090909,0.0,0.01818181818181818,0.0,0.0,0.0,0.41818181818181815,0.01818181818181818,0.10909090909090909,0.0,0.0,0.0,0.0
pullup,0.05454545454545454,0.0,0.0,0.10909090909090909,0.05454545454545454,0.10909090909090909,0.0,0.0,0.0,0.0,0.0,0.12727272727272726,0.0,0.05454545454545454,0.32727272727272727,0.0,0.0,0.03636363636363636,0.07272727272727272,0.05454545454545454,0.0
push,0.023809523809523808,0.0,0.023809523809523808,0.19047619047619047,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.09523809523809523,0.0,0.21428571428571427,0.0,0.0,0.3333333333333333,0.0
run,0.0,0.0,0.0,0.05,0.05,0.0,0.025,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.125,0.025,0.025,0.05,0.025,0.5,0.075
shoot_ball,0.0,0.0,0.0,0.025,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.025,0.0,0.05,0.475,0.0
shoot_bow,0.0,0.0,0.0,0.018867924528301886,0.33962264150943394,0.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.18867924528301888,0.3584905660377358,0.0,0.0,0.0,0.0,0.0,0.03773584905660377
shoot_gun,0.0,0.0,0.01818181818181818,0.0,0.18181818181818182,0.0,0.0,0.01818181818181818,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.5636363636363636,0.0,0.0,0.05454545454545454,0.05454545454545454,0.09090909090909091,0.0
sit,0.02564102564102564,0.0,0.07692307692307693,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.1282051282051282,0.0,0.0,0.0,0.20512820512820512,0.1794871794871795,0.2564102564102564,0.0,0.0,0.02564102564102564,0.0
stand,0.027777777777777776,0.0,0.0,0.1111111111111111,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.1388888888888889,0.0,0.0,0.0,0.19444444444444445,0.1388888888888889,0.25,0.0,0.05555555555555555,0.05555555555555555,0.0
swing_baseball,0.018518518518518517,0.0,0.0,0.0,0.09259259259259259,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.5740740740740741,0.18518518518518517,0.0,0.0
throw,0.0,0.0,0.0,0.13043478260869565,0.10869565217391304,0.0,0.0,0.08695652173913043,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.2608695652173913,0.021739130434782608,0.021739130434782608,0.10869565217391304,0.021739130434782608,0.21739130434782608,0.0
walk,0.0,0.024390243902439025,0.0,0.12195121951219512,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0.0,0.12195121951219512,0.0,0.0,0.0,0.0975609756097561,0.07317073170731707,0.12195121951219512,0.0,0.0,0.3170731707317073,0.04878048780487805
wave,0.09523809523809523,0.0,0.0,0.09523809523809523,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.0,0.0,0.023809523809523808,0.30952380952380953,0.0,0.09523809523809523,0.023809523809523808,0.0,0.07142857142857142,0.023809523809523808
