,brush_hair,catch,clap,climb_stairs,golf,jump,kick_ball,pick,pour,pullup,push,run,shoot_ball,shoot_bow,shoot_gun,sit,stand,swing_baseball,throw,walk,wave
brush_hair,0.7317073170731707,0.0,0.024390243902439025,0.024390243902439025,0.0,0.0,0.0,0.04878048780487805,0.04878048780487805,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025
catch,0.25,0.0,0.0,0.0,0.3125,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.020833333333333332,0.10416666666666667,0.0,0.0,0.0,0.0,0.125,0.0,0.020833333333333332,0.0
clap,0.3181818181818182,0.0,0.11363636363636363,0.11363636363636363,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.09090909090909091,0.06818181818181818,0.0,0.06818181818181818,0.045454545454545456,0.0
climb_stairs,0.0,0.0,0.0,0.575,0.05,0.025,0.0,0.0,0.0,0.125,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0
golf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump,0.0,0.02564102564102564,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.0,0.0,0.07692307692307693,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.10256410256410256,0.0
kick_ball,0.19444444444444445,0.0,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.1111111111111111,0.0
pick,0.05,0.025,0.0,0.15,0.1,0.1,0.025,0.025,0.0,0.0,0.05,0.05,0.0,0.0,0.025,0.225,0.0,0.025,0.0,0.1,0.05
pour,0.10909090909090909,0.0,0.03636363636363636,0.05454545454545454,0.0,0.0,0.0,0.0,0.7090909090909091,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.05454545454545454,0.0,0.01818181818181818,0.0,0.0
pullup,0.05454545454545454,0.0,0.01818181818181818,0.2,0.01818181818181818,0.5272727272727272,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.05454545454545454,0.0,0.0,0.03636363636363636,0.0,0.03636363636363636,0.03636363636363636,0.0,0.0
push,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.2857142857142857,0.047619047619047616,0.14285714285714285,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.09523809523809523,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.0,0.0,0.11904761904761904,0.0
run,0.0,0.0,0.025,0.2,0.075,0.1,0.05,0.0,0.05,0.0,0.025,0.025,0.0,0.0,0.025,0.025,0.0,0.025,0.0,0.325,0.05
shoot_ball,0.0,0.0,0.0,0.125,0.025,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.025,0.0,0.25,0.0,0.0,0.0,0.0,0.0
shoot_bow,0.0,0.0,0.0,0.0,0.09433962264150944,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226415094339622,0.1320754716981132,0.018867924528301886,0.0,0.0,0.03773584905660377,0.0,0.05660377358490566
shoot_gun,0.0,0.0,0.0,0.12727272727272726,0.10909090909090909,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.509090909090909,0.03636363636363636,0.0,0.09090909090909091,0.01818181818181818,0.05454545454545454,0.01818181818181818
sit,0.1282051282051282,0.0,0.05128205128205128,0.28205128205128205,0.02564102564102564,0.07692307692307693,0.0,0.0,0.1794871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0
stand,0.027777777777777776,0.0,0.05555555555555555,0.3888888888888889,0.027777777777777776,0.027777777777777776,0.0,0.0,0.16666666666666666,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.2222222222222222,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0
swing_baseball,0.018518518518518517,0.0,0.0,0.0,0.1111111111111111,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.09259259259259259,0.0,0.0,0.0,0.7222222222222222,0.0,0.0,0.0
throw,0.0,0.021739130434782608,0.0,0.15217391304347827,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.043478260869565216,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.043478260869565216,0.0,0.4782608695652174,0.10869565217391304,0.0,0.021739130434782608,0.0
walk,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.3902439024390244,0.07317073170731707,0.04878048780487805,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.0,0.12195121951219512,0.07317073170731707
wave,0.11904761904761904,0.09523809523809523,0.11904761904761904,0.30952380952380953,0.14285714285714285,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.07142857142857142,0.023809523809523808,0.0,0.023809523809523808,0.023809523809523808
