,brush_hair,catch,clap,climb_stairs,golf,jump,kick_ball,pick,pour,pullup,push,run,shoot_ball,shoot_bow,shoot_gun,sit,stand,swing_baseball,throw,walk,wave
brush_hair,0.4634146341463415,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.24390243902439024,0.0,0.17073170731707318,0.07317073170731707,0.0,0.0,0.0
catch,0.25,0.0,0.0,0.0,0.5416666666666666,0.0,0.0625,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
clap,0.2727272727272727,0.0,0.022727272727272728,0.0,0.045454545454545456,0.0,0.022727272727272728,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.13636363636363635,0.11363636363636363,0.09090909090909091,0.0,0.0,0.0
climb_stairs,0.0,0.0,0.0,0.85,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.075,0.0
golf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jump,0.02564102564102564,0.0,0.0,0.23076923076923078,0.2564102564102564,0.07692307692307693,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.07692307692307693,0.0,0.15384615384615385,0.0
kick_ball,0.19444444444444445,0.0,0.0,0.0,0.3888888888888889,0.027777777777777776,0.0,0.0,0.0,0.0,0.05555555555555555,0.08333333333333333,0.0,0.0,0.027777777777777776,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0
pick,0.0,0.025,0.0,0.025,0.175,0.025,0.0,0.125,0.025,0.0,0.0,0.025,0.0,0.0,0.05,0.025,0.075,0.025,0.0,0.4,0.0
pour,0.03636363636363636,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.4727272727272727,0.0,0.0,0.01818181818181818,0.0,0.0,0.4,0.05454545454545454,0.0,0.0,0.0,0.0,0.0
pullup,0.05454545454545454,0.05454545454545454,0.0,0.0,0.0,0.07272727272727272,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.03636363636363636,0.2545454545454545,0.0,0.0,0.45454545454545453,0.0,0.05454545454545454,0.0
push,0.07142857142857142,0.0,0.0,0.023809523809523808,0.0,0.047619047619047616,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.30952380952380953,0.07142857142857142,0.0,0.30952380952380953,0.0
run,0.0,0.025,0.025,0.075,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.05,0.05,0.0,0.475,0.0
shoot_ball,0.0,0.0,0.0,0.0,0.25,0.0,0.025,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.05,0.0,0.0,0.125,0.0,0.15,0.0
shoot_bow,0.0,0.0,0.0,0.0,0.20754716981132076,0.0,0.0,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,0.2641509433962264,0.33962264150943394,0.0,0.0,0.07547169811320754,0.0,0.0,0.0
shoot_gun,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7454545454545455,0.0,0.0,0.05454545454545454,0.0,0.0,0.0
sit,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.07692307692307693,0.02564102564102564,0.0,0.0,0.0,0.0,0.3076923076923077,0.1794871794871795,0.1794871794871795,0.07692307692307693,0.0,0.05128205128205128,0.0
stand,0.027777777777777776,0.0,0.0,0.05555555555555555,0.0,0.08333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2777777777777778,0.08333333333333333,0.027777777777777776,0.0,0.08333333333333333,0.0
swing_baseball,0.018518518518518517,0.0,0.0,0.0,0.2962962962962963,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.16666666666666666,0.0,0.0,0.35185185185185186,0.0,0.0,0.0
throw,0.0,0.0,0.0,0.021739130434782608,0.1956521739130435,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,0.0,0.021739130434782608,0.06521739130434782,0.0,0.13043478260869565,0.0
walk,0.0,0.0,0.0,0.024390243902439025,0.04878048780487805,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.2682926829268293,0.07317073170731707,0.14634146341463414,0.024390243902439025,0.0,0.3170731707317073,0.07317073170731707
wave,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.14285714285714285,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.11904761904761904,0.19047619047619047,0.023809523809523808,0.0,0.047619047619047616,0.023809523809523808
