,datetime,configfile,mode,a,t,kobj,ksce,kobjsce,xdiscr,adiscr,lam,s,l,acc
886,2021-08-03 12:48:10,kinetics-sbert.config,os,compositions,400,100,5,250,0,0,1.0,1,English,0.09352884615384616
887,2021-08-03 12:54:03,kinetics-sbert.config,o,compositions,25,100,5,250,0,0,0.75,1,English,0.228
888,2021-08-03 12:54:09,kinetics-sbert.config,s,compositions,25,100,5,250,0,0,0.75,1,English,0.3861538461538462
889,2021-08-03 12:54:16,kinetics-sbert.config,os,simple,25,100,5,250,0,0,0.75,1,English,0.4329230769230769
890,2021-08-03 12:58:54,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,0.75,1,English,0.3996923076923077
891,2021-08-03 13:01:25,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,1.0,1,English,0.3933846153846154
892,2021-08-03 13:01:51,kinetics-sbert.config,o,compositions,25,100,5,250,0,0,0.75,2,English,0.1946153846153846
893,2021-08-03 13:01:57,kinetics-sbert.config,s,compositions,25,100,5,250,0,0,0.75,2,English,0.3213846153846154
894,2021-08-03 13:02:03,kinetics-sbert.config,os,simple,25,100,5,250,0,0,0.75,2,English,0.3423076923076923
895,2021-08-03 13:04:06,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,0.75,2,English,0.2821538461538461
896,2021-08-03 13:05:55,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,1.0,2,English,0.2806153846153846
897,2021-08-03 13:06:19,kinetics-sbert.config,o,compositions,25,100,5,250,0,0,0.75,3,English,0.1570769230769231
898,2021-08-03 13:06:25,kinetics-sbert.config,s,compositions,25,100,5,250,0,0,0.75,3,English,0.20600000000000002
899,2021-08-03 13:06:31,kinetics-sbert.config,os,simple,25,100,5,250,0,0,0.75,3,English,0.2512307692307693
900,2021-08-03 13:08:30,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,0.75,3,English,0.28707692307692306
901,2021-08-03 13:10:17,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,1.0,3,English,0.2918461538461539
902,2021-08-03 13:10:39,kinetics-sbert.config,o,compositions,25,100,5,250,0,0,0.75,4,English,0.19815384615384607
903,2021-08-03 13:10:45,kinetics-sbert.config,s,compositions,25,100,5,250,0,0,0.75,4,English,0.25676923076923075
904,2021-08-03 13:10:51,kinetics-sbert.config,os,simple,25,100,5,250,0,0,0.75,4,English,0.30415384615384616
905,2021-08-03 13:13:18,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,0.75,4,English,0.30646153846153845
906,2021-08-03 13:18:01,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,1.0,4,English,0.28846153846153844
907,2021-08-03 13:18:22,kinetics-sbert.config,o,compositions,25,100,5,250,0,0,0.75,5,English,0.2103076923076923
908,2021-08-03 13:18:27,kinetics-sbert.config,s,compositions,25,100,5,250,0,0,0.75,5,English,0.2783076923076923
909,2021-08-03 13:18:34,kinetics-sbert.config,os,simple,25,100,5,250,0,0,0.75,5,English,0.3383076923076923
910,2021-08-03 13:20:35,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,0.75,5,English,0.2886153846153846
911,2021-08-03 13:22:24,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,1.0,5,English,0.2927692307692308
912,2021-08-03 13:23:00,kinetics-sbert.config,o,compositions,25,100,5,250,0,0,0.75,6,English,0.15369230769230768
913,2021-08-03 13:23:17,kinetics-sbert.config,s,compositions,25,100,5,250,0,0,0.75,6,English,0.2784615384615385
914,2021-08-03 13:23:29,kinetics-sbert.config,os,simple,25,100,5,250,0,0,0.75,6,English,0.2747692307692308
915,2021-08-03 13:25:48,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,0.75,6,English,0.29523076923076924
916,2021-08-03 13:27:36,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,1.0,6,English,0.2946153846153846
917,2021-08-03 13:27:54,kinetics-sbert.config,o,compositions,25,100,5,250,0,0,0.75,7,English,0.16246153846153846
918,2021-08-03 13:28:00,kinetics-sbert.config,s,compositions,25,100,5,250,0,0,0.75,7,English,0.2407692307692308
919,2021-08-03 13:28:06,kinetics-sbert.config,os,simple,25,100,5,250,0,0,0.75,7,English,0.2653846153846154
920,2021-08-03 13:30:03,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,0.75,7,English,0.24784615384615385
921,2021-08-03 13:31:50,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,1.0,7,English,0.24723076923076925
922,2021-08-03 13:32:11,kinetics-sbert.config,o,compositions,25,100,5,250,0,0,0.75,8,English,0.16030769230769232
923,2021-08-03 13:32:17,kinetics-sbert.config,s,compositions,25,100,5,250,0,0,0.75,8,English,0.206
924,2021-08-03 13:32:23,kinetics-sbert.config,os,simple,25,100,5,250,0,0,0.75,8,English,0.2301538461538461
925,2021-08-03 13:34:28,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,0.75,8,English,0.2236923076923077
926,2021-08-03 13:39:05,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,1.0,8,English,0.24353846153846154
927,2021-08-03 13:39:27,kinetics-sbert.config,o,compositions,25,100,5,250,0,0,0.75,9,English,0.17846153846153845
928,2021-08-03 13:39:32,kinetics-sbert.config,s,compositions,25,100,5,250,0,0,0.75,9,English,0.2881538461538461
929,2021-08-03 13:39:39,kinetics-sbert.config,os,simple,25,100,5,250,0,0,0.75,9,English,0.3116923076923077
930,2021-08-03 13:41:38,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,0.75,9,English,0.25476923076923075
931,2021-08-03 13:43:25,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,1.0,9,English,0.2616923076923077
932,2021-08-03 13:43:45,kinetics-sbert.config,o,compositions,25,100,5,250,0,0,0.75,10,English,0.1896923076923077
933,2021-08-03 13:43:51,kinetics-sbert.config,s,compositions,25,100,5,250,0,0,0.75,10,English,0.362
934,2021-08-03 13:43:57,kinetics-sbert.config,os,simple,25,100,5,250,0,0,0.75,10,English,0.3764615384615385
935,2021-08-03 13:46:20,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,0.75,10,English,0.39384615384615385
936,2021-08-03 13:50:52,kinetics-sbert.config,os,compositions,25,100,5,250,0,0,1.0,10,English,0.3743076923076923
937,2021-08-03 13:52:24,kinetics-sbert.config,o,compositions,100,100,5,250,0,0,0.75,1,English,0.11838461538461538
938,2021-08-03 13:52:47,kinetics-sbert.config,s,compositions,100,100,5,250,0,0,0.75,1,English,0.16192307692307692
939,2021-08-03 13:53:20,kinetics-sbert.config,os,simple,100,100,5,250,0,0,0.75,1,English,0.20123076923076924
940,2021-08-03 14:15:16,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,0.75,1,English,0.2002692307692308
941,2021-08-03 14:38:31,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,1.0,1,English,0.1973076923076923
942,2021-08-03 14:39:55,kinetics-sbert.config,o,compositions,100,100,5,250,0,0,0.75,2,English,0.10476923076923077
943,2021-08-03 14:40:17,kinetics-sbert.config,s,compositions,100,100,5,250,0,0,0.75,2,English,0.14792307692307693
944,2021-08-03 14:40:50,kinetics-sbert.config,os,simple,100,100,5,250,0,0,0.75,2,English,0.1768846153846154
945,2021-08-03 15:02:30,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,0.75,2,English,0.17715384615384616
946,2021-08-03 15:22:27,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,1.0,2,English,0.1867692307692308
947,2021-08-03 15:24:18,kinetics-sbert.config,o,compositions,100,100,5,250,0,0,0.75,3,English,0.1143846153846154
948,2021-08-03 15:24:41,kinetics-sbert.config,s,compositions,100,100,5,250,0,0,0.75,3,English,0.141
949,2021-08-03 15:25:14,kinetics-sbert.config,os,simple,100,100,5,250,0,0,0.75,3,English,0.1832307692307692
950,2021-08-03 15:46:06,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,0.75,3,English,0.1851538461538461
951,2021-08-03 16:08:54,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,1.0,3,English,0.19423076923076926
952,2021-08-03 16:10:32,kinetics-sbert.config,o,compositions,100,100,5,250,0,0,0.75,4,English,0.10853846153846154
953,2021-08-03 16:10:54,kinetics-sbert.config,s,compositions,100,100,5,250,0,0,0.75,4,English,0.11761538461538462
954,2021-08-03 16:11:28,kinetics-sbert.config,os,simple,100,100,5,250,0,0,0.75,4,English,0.16096153846153846
955,2021-08-03 16:32:39,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,0.75,4,English,0.18
956,2021-08-03 16:54:25,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,1.0,4,English,0.17711538461538462
957,2021-08-03 16:55:58,kinetics-sbert.config,o,compositions,100,100,5,250,0,0,0.75,5,English,0.10596153846153847
958,2021-08-03 16:56:21,kinetics-sbert.config,s,compositions,100,100,5,250,0,0,0.75,5,English,0.14634615384615385
959,2021-08-03 16:56:55,kinetics-sbert.config,os,simple,100,100,5,250,0,0,0.75,5,English,0.183
960,2021-08-03 17:18:23,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,0.75,5,English,0.16692307692307692
961,2021-08-03 17:40:59,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,1.0,5,English,0.16942307692307693
962,2021-08-03 17:42:34,kinetics-sbert.config,o,compositions,100,100,5,250,0,0,0.75,6,English,0.1041153846153846
963,2021-08-03 17:42:57,kinetics-sbert.config,s,compositions,100,100,5,250,0,0,0.75,6,English,0.14253846153846153
964,2021-08-03 17:43:31,kinetics-sbert.config,os,simple,100,100,5,250,0,0,0.75,6,English,0.1766923076923077
965,2021-08-03 18:04:37,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,0.75,6,English,0.19334615384615386
966,2021-08-03 18:26:22,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,1.0,6,English,0.18873076923076929
967,2021-08-03 18:28:23,kinetics-sbert.config,o,compositions,100,100,5,250,0,0,0.75,7,English,0.09919230769230768
968,2021-08-03 18:28:46,kinetics-sbert.config,s,compositions,100,100,5,250,0,0,0.75,7,English,0.13280769230769232
969,2021-08-03 18:29:19,kinetics-sbert.config,os,simple,100,100,5,250,0,0,0.75,7,English,0.16426923076923078
970,2021-08-03 18:51:21,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,0.75,7,English,0.16284615384615386
971,2021-08-03 19:14:30,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,1.0,7,English,0.17026923076923076
972,2021-08-03 19:16:01,kinetics-sbert.config,o,compositions,100,100,5,250,0,0,0.75,8,English,0.11257692307692307
973,2021-08-03 19:16:24,kinetics-sbert.config,s,compositions,100,100,5,250,0,0,0.75,8,English,0.13226923076923078
974,2021-08-03 19:16:58,kinetics-sbert.config,os,simple,100,100,5,250,0,0,0.75,8,English,0.17123076923076924
975,2021-08-03 19:38:13,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,0.75,8,English,0.16973076923076924
976,2021-08-03 19:59:55,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,1.0,8,English,0.17553846153846153
977,2021-08-03 20:01:28,kinetics-sbert.config,o,compositions,100,100,5,250,0,0,0.75,9,English,0.096
978,2021-08-03 20:01:51,kinetics-sbert.config,s,compositions,100,100,5,250,0,0,0.75,9,English,0.1411923076923077
979,2021-08-03 20:02:25,kinetics-sbert.config,os,simple,100,100,5,250,0,0,0.75,9,English,0.16915384615384615
980,2021-08-03 20:24:15,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,0.75,9,English,0.16130769230769232
981,2021-08-03 20:46:55,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,1.0,9,English,0.1696153846153846
982,2021-08-03 20:48:35,kinetics-sbert.config,o,compositions,100,100,5,250,0,0,0.75,10,English,0.08800000000000001
983,2021-08-03 20:48:58,kinetics-sbert.config,s,compositions,100,100,5,250,0,0,0.75,10,English,0.15169230769230768
984,2021-08-03 20:49:33,kinetics-sbert.config,os,simple,100,100,5,250,0,0,0.75,10,English,0.1701923076923077
985,2021-08-03 21:10:45,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,0.75,10,English,0.16188461538461538
986,2021-08-03 21:32:44,kinetics-sbert.config,os,compositions,100,100,5,250,0,0,1.0,10,English,0.16703846153846155
987,2021-08-03 21:40:25,kinetics-fasttext.config,o,compositions,400,100,5,250,0,0,0.75,1,English,0.06389423076923077
988,2021-08-03 21:49:34,kinetics-fasttext.config,s,compositions,400,100,5,250,0,0,0.75,1,English,0.0678076923076923
989,2021-08-03 22:01:52,kinetics-fasttext.config,os,simple,400,100,5,250,0,0,0.75,1,English,0.09252884615384616
990,2021-08-04 02:49:48,kinetics-fasttext.config,os,compositions,400,100,5,250,0,0,0.75,1,English,0.08303846153846152
991,2021-08-04 07:34:17,kinetics-fasttext.config,os,compositions,400,100,5,250,0,0,1.0,1,English,0.0820576923076923
992,2021-08-04 07:40:28,kinetics-fasttext.config,o,compositions,25,100,5,250,0,0,0.75,1,English,0.2204615384615385
993,2021-08-04 07:40:38,kinetics-fasttext.config,s,compositions,25,100,5,250,0,0,0.75,1,English,0.3241538461538462
994,2021-08-04 07:40:45,kinetics-fasttext.config,os,simple,25,100,5,250,0,0,0.75,1,English,0.3770769230769231
995,2021-08-04 07:45:08,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,0.75,1,English,0.3129230769230769
996,2021-08-04 07:48:05,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,1.0,1,English,0.312
997,2021-08-04 07:48:33,kinetics-fasttext.config,o,compositions,25,100,5,250,0,0,0.75,2,English,0.21984615384615386
998,2021-08-04 07:48:39,kinetics-fasttext.config,s,compositions,25,100,5,250,0,0,0.75,2,English,0.272
999,2021-08-04 07:48:46,kinetics-fasttext.config,os,simple,25,100,5,250,0,0,0.75,2,English,0.32261538461538464
1000,2021-08-04 07:50:49,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,0.75,2,English,0.30430769230769233
1001,2021-08-04 07:52:37,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,1.0,2,English,0.29323076923076924
1002,2021-08-04 07:53:01,kinetics-fasttext.config,o,compositions,25,100,5,250,0,0,0.75,3,English,0.2023076923076923
1003,2021-08-04 07:53:06,kinetics-fasttext.config,s,compositions,25,100,5,250,0,0,0.75,3,English,0.16846153846153847
1004,2021-08-04 07:53:13,kinetics-fasttext.config,os,simple,25,100,5,250,0,0,0.75,3,English,0.2296923076923077
1005,2021-08-04 07:55:07,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,0.75,3,English,0.2416923076923077
1006,2021-08-04 07:56:53,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,1.0,3,English,0.2432307692307692
1007,2021-08-04 07:57:14,kinetics-fasttext.config,o,compositions,25,100,5,250,0,0,0.75,4,English,0.232
1008,2021-08-04 07:57:20,kinetics-fasttext.config,s,compositions,25,100,5,250,0,0,0.75,4,English,0.2132307692307692
1009,2021-08-04 07:57:27,kinetics-fasttext.config,os,simple,25,100,5,250,0,0,0.75,4,English,0.28523076923076923
1010,2021-08-04 07:59:42,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,0.75,4,English,0.292
1011,2021-08-04 08:03:58,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,1.0,4,English,0.2764615384615385
1012,2021-08-04 08:04:21,kinetics-fasttext.config,o,compositions,25,100,5,250,0,0,0.75,5,English,0.2296923076923077
1013,2021-08-04 08:04:26,kinetics-fasttext.config,s,compositions,25,100,5,250,0,0,0.75,5,English,0.3473846153846154
1014,2021-08-04 08:04:33,kinetics-fasttext.config,os,simple,25,100,5,250,0,0,0.75,5,English,0.3872307692307692
1015,2021-08-04 08:06:29,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,0.75,5,English,0.2716923076923077
1016,2021-08-04 08:08:16,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,1.0,5,English,0.2723076923076923
1017,2021-08-04 08:08:34,kinetics-fasttext.config,o,compositions,25,100,5,250,0,0,0.75,6,English,0.1849230769230769
1018,2021-08-04 08:08:40,kinetics-fasttext.config,s,compositions,25,100,5,250,0,0,0.75,6,English,0.29323076923076924
1019,2021-08-04 08:08:47,kinetics-fasttext.config,os,simple,25,100,5,250,0,0,0.75,6,English,0.3116923076923077
1020,2021-08-04 08:11:14,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,0.75,6,English,0.2573846153846154
1021,2021-08-04 08:15:30,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,1.0,6,English,0.2533846153846154
1022,2021-08-04 08:15:49,kinetics-fasttext.config,o,compositions,25,100,5,250,0,0,0.75,7,English,0.18153846153846154
1023,2021-08-04 08:15:55,kinetics-fasttext.config,s,compositions,25,100,5,250,0,0,0.75,7,English,0.2149230769230769
1024,2021-08-04 08:16:01,kinetics-fasttext.config,os,simple,25,100,5,250,0,0,0.75,7,English,0.2549230769230769
1025,2021-08-04 08:18:22,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,0.75,7,English,0.24046153846153845
1026,2021-08-04 08:20:09,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,1.0,7,English,0.24461538461538465
1027,2021-08-04 08:20:30,kinetics-fasttext.config,o,compositions,25,100,5,250,0,0,0.75,8,English,0.15661538461538466
1028,2021-08-04 08:20:42,kinetics-fasttext.config,s,compositions,25,100,5,250,0,0,0.75,8,English,0.20307692307692307
1029,2021-08-04 08:21:06,kinetics-fasttext.config,os,simple,25,100,5,250,0,0,0.75,8,English,0.2264615384615385
1030,2021-08-04 08:23:34,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,0.75,8,English,0.2509230769230769
1031,2021-08-04 08:25:26,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,1.0,8,English,0.25384615384615383
1032,2021-08-04 08:25:46,kinetics-fasttext.config,o,compositions,25,100,5,250,0,0,0.75,9,English,0.17523076923076922
1033,2021-08-04 08:25:52,kinetics-fasttext.config,s,compositions,25,100,5,250,0,0,0.75,9,English,0.2869230769230769
1034,2021-08-04 08:25:59,kinetics-fasttext.config,os,simple,25,100,5,250,0,0,0.75,9,English,0.3275384615384616
1035,2021-08-04 08:27:53,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,0.75,9,English,0.2409230769230769
1036,2021-08-04 08:29:38,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,1.0,9,English,0.23661538461538464
1037,2021-08-04 08:29:58,kinetics-fasttext.config,o,compositions,25,100,5,250,0,0,0.75,10,English,0.21953846153846154
1038,2021-08-04 08:30:03,kinetics-fasttext.config,s,compositions,25,100,5,250,0,0,0.75,10,English,0.3435384615384615
1039,2021-08-04 08:30:10,kinetics-fasttext.config,os,simple,25,100,5,250,0,0,0.75,10,English,0.38461538461538464
1040,2021-08-04 08:32:11,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,0.75,10,English,0.30153846153846153
1041,2021-08-04 08:34:17,kinetics-fasttext.config,os,compositions,25,100,5,250,0,0,1.0,10,English,0.3129230769230769
1042,2021-08-04 08:35:40,kinetics-fasttext.config,o,compositions,100,100,5,250,0,0,0.75,1,English,0.12423076923076926
1043,2021-08-04 08:36:03,kinetics-fasttext.config,s,compositions,100,100,5,250,0,0,0.75,1,English,0.14307692307692307
1044,2021-08-04 08:36:36,kinetics-fasttext.config,os,simple,100,100,5,250,0,0,0.75,1,English,0.18796153846153849
1045,2021-08-04 08:57:09,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,0.75,1,English,0.15584615384615386
1046,2021-08-04 09:18:44,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,1.0,1,English,0.15938461538461535
1047,2021-08-04 09:20:17,kinetics-fasttext.config,o,compositions,100,100,5,250,0,0,0.75,2,English,0.13338461538461538
1048,2021-08-04 09:20:40,kinetics-fasttext.config,s,compositions,100,100,5,250,0,0,0.75,2,English,0.14411538461538462
1049,2021-08-04 09:21:14,kinetics-fasttext.config,os,simple,100,100,5,250,0,0,0.75,2,English,0.18561538461538465
1050,2021-08-04 09:42:32,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,0.75,2,English,0.1803076923076923
1051,2021-08-04 10:04:19,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,1.0,2,English,0.1778846153846154
1052,2021-08-04 10:05:55,kinetics-fasttext.config,o,compositions,100,100,5,250,0,0,0.75,3,English,0.13003846153846155
1053,2021-08-04 10:06:18,kinetics-fasttext.config,s,compositions,100,100,5,250,0,0,0.75,3,English,0.14023076923076924
1054,2021-08-04 10:06:51,kinetics-fasttext.config,os,simple,100,100,5,250,0,0,0.75,3,English,0.18769230769230769
1055,2021-08-04 10:27:46,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,0.75,3,English,0.18092307692307694
1056,2021-08-04 10:49:25,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,1.0,3,English,0.17800000000000002
1057,2021-08-04 10:50:55,kinetics-fasttext.config,o,compositions,100,100,5,250,0,0,0.75,4,English,0.12346153846153846
1058,2021-08-04 10:51:18,kinetics-fasttext.config,s,compositions,100,100,5,250,0,0,0.75,4,English,0.12226923076923076
1059,2021-08-04 10:51:52,kinetics-fasttext.config,os,simple,100,100,5,250,0,0,0.75,4,English,0.16634615384615384
1060,2021-08-04 11:13:14,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,0.75,4,English,0.15703846153846154
1061,2021-08-04 11:34:59,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,1.0,4,English,0.15407692307692308
1062,2021-08-04 11:36:40,kinetics-fasttext.config,o,compositions,100,100,5,250,0,0,0.75,5,English,0.111
1063,2021-08-04 11:37:03,kinetics-fasttext.config,s,compositions,100,100,5,250,0,0,0.75,5,English,0.1311153846153846
1064,2021-08-04 11:37:36,kinetics-fasttext.config,os,simple,100,100,5,250,0,0,0.75,5,English,0.1728076923076923
1065,2021-08-04 11:58:55,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,0.75,5,English,0.13334615384615384
1066,2021-08-04 12:20:43,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,1.0,5,English,0.13407692307692307
1067,2021-08-04 12:22:17,kinetics-fasttext.config,o,compositions,100,100,5,250,0,0,0.75,6,English,0.12007692307692308
1068,2021-08-04 12:22:39,kinetics-fasttext.config,s,compositions,100,100,5,250,0,0,0.75,6,English,0.13942307692307693
1069,2021-08-04 12:23:13,kinetics-fasttext.config,os,simple,100,100,5,250,0,0,0.75,6,English,0.18546153846153848
1070,2021-08-04 12:44:26,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,0.75,6,English,0.15219230769230768
1071,2021-08-04 13:06:14,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,1.0,6,English,0.15276923076923074
1072,2021-08-04 13:07:56,kinetics-fasttext.config,o,compositions,100,100,5,250,0,0,0.75,7,English,0.11157692307692307
1073,2021-08-04 13:08:18,kinetics-fasttext.config,s,compositions,100,100,5,250,0,0,0.75,7,English,0.11665384615384615
1074,2021-08-04 13:08:52,kinetics-fasttext.config,os,simple,100,100,5,250,0,0,0.75,7,English,0.15796153846153846
1075,2021-08-04 13:29:50,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,0.75,7,English,0.14684615384615385
1076,2021-08-04 13:51:35,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,1.0,7,English,0.14896153846153845
1077,2021-08-04 13:53:04,kinetics-fasttext.config,o,compositions,100,100,5,250,0,0,0.75,8,English,0.11930769230769232
1078,2021-08-04 13:53:27,kinetics-fasttext.config,s,compositions,100,100,5,250,0,0,0.75,8,English,0.13026923076923078
1079,2021-08-04 13:54:01,kinetics-fasttext.config,os,simple,100,100,5,250,0,0,0.75,8,English,0.1706923076923077
1080,2021-08-04 14:15:08,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,0.75,8,English,0.1529230769230769
1081,2021-08-04 14:37:02,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,1.0,8,English,0.15676923076923074
1082,2021-08-04 14:38:42,kinetics-fasttext.config,o,compositions,100,100,5,250,0,0,0.75,9,English,0.11042307692307693
1083,2021-08-04 14:39:05,kinetics-fasttext.config,s,compositions,100,100,5,250,0,0,0.75,9,English,0.14534615384615385
1084,2021-08-04 14:39:39,kinetics-fasttext.config,os,simple,100,100,5,250,0,0,0.75,9,English,0.179
1085,2021-08-04 15:00:49,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,0.75,9,English,0.1656923076923077
1086,2021-08-04 15:22:52,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,1.0,9,English,0.17065384615384616
1087,2021-08-04 15:24:35,kinetics-fasttext.config,o,compositions,100,100,5,250,0,0,0.75,10,English,0.08957692307692308
1088,2021-08-04 15:24:58,kinetics-fasttext.config,s,compositions,100,100,5,250,0,0,0.75,10,English,0.1406153846153846
1089,2021-08-04 15:25:33,kinetics-fasttext.config,os,simple,100,100,5,250,0,0,0.75,10,English,0.1648076923076923
1090,2021-08-04 15:46:56,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,0.75,10,English,0.1356153846153846
1091,2021-08-04 16:09:29,kinetics-fasttext.config,os,compositions,100,100,5,250,0,0,1.0,10,English,0.13457692307692307
1092,2021-08-04 16:09:33,ucf-sports-sbert.config,o,compositions,10,100,5,250,0,0,0.75,1,English,0.5666666666666667
1093,2021-08-04 16:09:40,ucf-sports-sbert.config,s,compositions,10,100,5,250,0,0,0.75,1,English,0.43333333333333335
1094,2021-08-04 16:09:52,ucf-sports-sbert.config,os,simple,10,100,5,250,0,0,0.75,1,English,0.5533333333333333
1095,2021-08-04 16:11:13,ucf-sports-sbert.config,os,compositions,10,100,5,250,0,0,0.75,1,English,0.56
1096,2021-08-04 16:11:36,ucf-sports-sbert.config,os,compositions,10,100,5,250,0,0,1.0,1,English,0.52
1097,2021-08-04 16:11:44,ucf-sports-fasttext.config,o,compositions,10,100,5,250,0,0,0.75,1,English,0.5333333333333333
1098,2021-08-04 16:11:51,ucf-sports-fasttext.config,s,compositions,10,100,5,250,0,0,0.75,1,English,0.3933333333333333
1099,2021-08-04 16:11:58,ucf-sports-fasttext.config,os,simple,10,100,5,250,0,0,0.75,1,English,0.5666666666666667
1100,2021-08-04 16:12:30,ucf-sports-fasttext.config,os,compositions,10,100,5,250,0,0,0.75,1,English,0.4066666666666667
1101,2021-08-04 16:12:50,ucf-sports-fasttext.config,os,compositions,10,100,5,250,0,0,1.0,1,English,0.38666666666666666
1102,2021-08-04 16:13:00,j-hmdb-sbert.config,o,compositions,21,100,5,250,0,0,0.75,1,English,0.2877155172413793
1103,2021-08-04 16:13:08,j-hmdb-sbert.config,s,compositions,21,100,5,250,0,0,0.75,1,English,0.22306034482758624
1104,2021-08-04 16:13:17,j-hmdb-sbert.config,os,simple,21,100,5,250,0,0,0.75,1,English,0.3017241379310345
1105,2021-08-04 16:14:11,j-hmdb-sbert.config,os,compositions,21,100,5,250,0,0,0.75,1,English,0.27478448275862066
1106,2021-08-04 16:14:53,j-hmdb-sbert.config,os,compositions,21,100,5,250,0,0,1.0,1,English,0.2672413793103448
1107,2021-08-04 16:15:02,j-hmdb-fasttext.config,o,compositions,21,100,5,250,0,0,0.75,1,English,0.28879310344827586
1108,2021-08-04 16:15:10,j-hmdb-fasttext.config,s,compositions,21,100,5,250,0,0,0.75,1,English,0.18642241379310345
1109,2021-08-04 16:15:19,j-hmdb-fasttext.config,os,simple,21,100,5,250,0,0,0.75,1,English,0.2532327586206897
1110,2021-08-04 16:16:10,j-hmdb-fasttext.config,os,compositions,21,100,5,250,0,0,0.75,1,English,0.2532327586206897
1111,2021-08-04 16:16:51,j-hmdb-fasttext.config,os,compositions,21,100,5,250,0,0,1.0,1,English,0.2521551724137931
